,ETMX_Z,ITMY_Z,ETMY_Z,ETMX_X,ITMY_Y,ETMY_Y
157,936.8968,765.0868,859.6434,1431.0408,1685.9313,1725.4617
158,1000.4075,769.65546,886.42175,1502.9202,1415.0315,1464.3607
159,951.97687,942.3223,901.76685,1444.2446,1381.5942,1415.5293
160,866.7598,921.7066,905.47675,1347.3243,1450.7761,1667.1876
161,1067.4586,1031.8146,905.2501,1413.1294,1385.1908,1765.6908
162,1084.1005,997.7497,893.7987,1266.3008,1268.0133,1516.3112
163,850.439,925.24036,709.83264,1599.5511,1416.2516,1443.6134
164,896.75616,1035.6536,773.52167,1677.9633,1296.3396,1229.2235
165,855.5073,817.66516,812.85956,1540.676,1379.7482,1260.3204
166,792.0456,939.3897,926.0343,1418.5361,1356.6586,1342.1205
167,798.4646,1012.80194,848.6553,1155.706,1257.8735,1332.5569
168,900.7595,934.2256,870.57007,1239.5875,1256.6053,1401.5475
169,851.85986,802.7423,758.7632,1558.8851,1158.4554,1524.8982
170,833.9632,666.6944,609.35205,1532.8525,1409.9049,1275.3247
171,865.62714,686.77673,627.52484,1592.8695,1584.4773,1380.8452
172,754.2837,765.3489,837.2689,1687.7732,1786.2418,1454.5756
173,1073.8438,893.9996,924.71075,1586.2661,1631.88,1511.0446
174,1062.5977,1106.4335,925.9548,1597.4714,1491.4703,1511.9009
175,890.33215,910.19824,809.11206,1557.6534,1232.7902,1527.547
176,898.2898,731.4465,777.4103,1388.5236,1212.566,1322.3295
177,969.0601,730.7998,929.0314,1325.8186,1306.383,1218.815
178,958.46594,859.1849,894.1556,1381.8752,1725.5211,1454.2303
179,945.1851,810.46906,897.4879,1576.9158,1594.4878,1524.4246
180,1039.0612,837.35547,889.839,1547.7302,1795.7856,1392.3352
181,942.908,766.82855,837.3316,1505.9297,1597.416,1820.3394
182,872.3824,704.49176,738.1046,1541.0463,1432.4275,1729.9445
183,866.72406,789.3311,745.29083,1505.317,1469.227,1500.2574
184,704.6883,946.23254,748.2605,1492.6025,1393.2623,1358.3301
185,685.54456,934.9507,719.53436,1296.9333,1287.4419,1351.3254
186,658.0613,913.6425,775.539,1533.7349,1401.4769,1386.858
187,572.96344,736.951,859.7632,1377.7463,1494.2827,1336.6611
188,644.4401,985.27686,748.1013,1514.8702,1253.9819,1332.7253
189,998.11,983.466,943.92426,1504.9678,1433.6313,1312.9592
190,1029.2374,1082.1995,960.2946,1464.748,1569.2393,1316.5093
191,963.8813,987.9998,774.10175,1269.7565,1457.9666,1490.3218
192,916.7394,908.3122,902.6163,1450.8403,1490.1699,1548.7722
193,890.2245,889.1014,977.4169,1508.0709,1644.8688,1554.5553
194,875.40906,924.4276,924.37244,1551.0701,1440.8542,1584.2975
195,852.77686,861.49176,804.03723,1583.723,1741.117,1515.6687
196,890.0185,732.0516,753.1269,1238.4995,1665.5823,1354.2114
197,916.92773,749.33954,751.24146,1082.5592,1669.7761,1485.0029
198,849.0211,981.8456,777.26056,1122.5284,1602.5328,1570.9784
199,950.61676,866.7747,726.00055,1334.9637,1403.1349,1374.7166
200,871.2814,790.34937,820.2284,1351.8594,1370.6957,1315.5613
201,899.0699,721.08105,662.09186,1292.0785,1468.4052,1244.5356
202,958.72766,756.07336,776.181,1456.1074,1370.208,1156.6724
203,972.01544,780.85657,786.19275,1583.3069,1336.658,1255.7151
204,838.55975,965.8042,800.8785,1677.4729,1382.9744,1444.4783
205,1049.6769,898.3663,801.99316,1453.6082,1271.8292,1485.0222
206,1037.9448,889.7523,780.5503,1549.3754,1183.7424,1443.5287
207,865.0576,1060.5878,788.43915,1489.3684,1265.4033,1443.5991
208,831.26825,1017.1987,715.4794,1362.4984,1233.117,1359.842
209,904.3662,932.36676,824.6688,1330.5139,1224.9496,1471.0203
210,878.7565,1036.1584,751.8843,1156.8207,1271.3402,1394.5846
211,884.98944,1005.52484,925.9442,1144.718,1605.9269,1624.5114
212,832.8423,753.08154,755.14404,1262.7094,1624.2278,1562.0724
213,906.7058,605.8947,681.38007,1435.6373,1648.1307,1394.0686
214,879.4436,784.31793,792.46094,1285.3344,1801.7799,1391.416
215,873.179,867.59845,707.45,1485.0143,1563.9993,1380.2874
216,912.7232,1056.5109,650.107,1340.3109,1316.5265,1527.4218
217,776.9103,905.68164,895.3403,1452.8097,1350.6848,1394.6937
218,823.3986,796.2188,803.5094,1532.2808,1524.798,1446.2618
219,881.62646,924.7798,750.9815,1541.4742,1524.8365,1292.8513
220,1073.4045,999.4964,895.2776,1364.0574,1434.1519,1407.0082
221,1053.6831,944.08405,889.7465,1352.2678,1773.9032,1392.976
222,931.9556,991.30304,811.42554,1530.7067,1644.5382,1377.7137
223,790.16595,1005.9699,1082.8458,1566.6437,1565.6283,1496.7289
224,707.9685,871.1023,1076.0529,1418.1807,1667.8693,1825.1919
225,953.8287,749.10913,919.40735,1413.5093,1734.8774,1647.4302
226,903.3222,814.9336,878.30786,1453.6796,1674.3523,1689.339
227,840.95593,772.42413,792.43713,1378.451,1685.8591,1559.471
228,1010.4248,1003.1017,893.164,1384.0658,1460.9175,1518.2328
229,842.48425,872.18353,885.64746,1340.4774,1374.8529,1242.1089
230,800.0719,715.4648,877.8838,1346.9036,1284.296,1545.8555
231,818.7199,696.00323,864.91956,1578.693,1428.8342,1542.1033
232,1040.5499,949.50037,852.3152,1514.6832,1207.6782,1621.3502
233,1038.4822,918.0498,836.083,1321.8472,1178.5388,1866.4135
234,784.9863,933.16016,746.8604,1783.7156,1209.6707,1858.6866
235,758.0325,934.26483,991.3277,1739.2137,1402.5144,1456.5778
236,750.158,792.38635,977.9493,1530.2737,1424.3818,1473.0634
237,802.6712,777.8464,933.81824,1354.5333,1352.9576,1375.5164
238,749.41394,869.4648,762.15936,1387.1084,1321.3102,1452.6017
239,982.8655,1213.8922,804.63965,1488.6927,1299.4895,1508.1581
240,911.2778,1212.9807,744.63916,1618.1887,1561.4857,1501.6403
241,889.477,1030.4447,735.1499,1474.9773,1590.7009,1613.2272
242,858.9109,826.50586,824.93195,1489.1831,1459.3214,1401.2814
243,947.2126,809.07697,807.2611,1604.5374,1308.4218,1292.8291
244,1092.163,782.2581,777.26953,1277.9677,1239.1334,1135.2689
245,991.0054,933.88574,733.5025,1226.986,1243.888,1355.9938
246,810.49493,922.26764,913.58875,1271.6846,1326.3428,1400.5261
247,710.18665,924.949,877.1093,1303.707,1362.9153,1437.5216
248,762.0578,793.2402,820.7625,1282.488,1425.0317,1436.8754
249,929.2672,753.83954,859.3106,1500.004,1436.7059,1249.2448
250,978.9851,913.0371,848.9564,1516.387,1378.2249,1187.1965
251,856.98895,790.282,826.31433,1416.6099,1343.5967,1151.7395
252,797.0872,945.0454,993.31995,1583.4506,1397.0463,1332.2267
253,891.2816,1026.8273,837.67084,1908.7192,1601.0979,1553.6455
254,980.61945,967.53345,963.3001,1547.9631,1594.2098,1301.4934
255,963.89954,787.633,976.57,1282.037,1407.9006,1452.6571
256,926.1068,1051.5051,856.18646,1705.4442,1472.3268,1441.7168
257,793.7027,1063.6879,847.64557,1632.7622,1467.9917,1419.4714
258,808.0772,994.6244,731.8111,1229.1439,1341.4541,1494.5388
259,811.1021,878.80096,885.3079,1217.0298,1396.4913,1466.4711
260,1142.8628,1011.6322,788.9671,1555.7948,1605.0087,1476.1178
261,996.1331,1039.801,770.9052,1728.2701,1666.7375,1515.9237
262,761.93634,888.1468,861.0727,1706.5143,1507.9885,1392.8339
263,1056.3232,954.9003,717.23846,1445.0403,1460.3848,1552.8212
264,898.05273,898.82513,909.00836,1359.9692,1373.0415,1425.673
265,831.1957,936.3149,1019.78595,1382.1292,1358.2076,1270.1715
266,829.39703,828.0361,1088.0609,1251.0734,1310.7635,1381.6538
267,722.0955,871.8967,1082.2258,1551.4082,1433.9341,1345.2794
268,887.8867,854.76965,957.40027,1377.7207,1541.5206,1172.8267
269,945.9428,870.33734,956.07043,1250.7139,1627.9304,1446.3949
270,935.59515,953.987,976.85596,1381.6318,1660.0261,1539.9696
271,821.723,850.44073,822.2743,1608.2616,1559.6932,1411.233
272,901.1933,937.9793,982.31165,1502.5327,1675.7506,1283.3141
273,918.46735,1082.434,981.37024,1551.5042,1586.4141,1363.8142
274,832.1479,1046.7633,837.0302,1408.6964,1302.2327,1287.6162
275,891.6677,747.47687,895.8119,1336.306,1484.0867,1191.8989
276,1063.5265,919.6411,923.4383,1270.3004,1474.6265,1220.0797
277,924.6662,895.8454,745.5354,1241.0978,1461.7692,1438.517
278,923.70276,1013.0698,821.68945,1452.9758,1591.5851,1416.9305
279,910.3044,967.1015,761.3981,1594.9341,1393.8911,1416.7076
280,885.79956,753.32245,792.78766,1398.6857,1273.921,1252.0276
281,897.0594,610.9438,798.03925,1618.8118,1282.0067,1410.2573
282,717.38885,1021.9266,818.93994,1404.5992,1236.3357,1454.8881
283,892.5003,980.9208,818.93555,1158.2251,1355.9042,1398.3369
284,935.6421,1084.9355,714.37585,1054.1041,1513.9122,1241.0599
285,825.74396,914.24384,829.6496,1350.6055,1587.9968,1313.0664
286,1010.37036,1031.8687,924.48456,1490.2861,1595.1212,1518.3842
287,977.58734,994.4982,997.8062,1427.7968,1492.0215,1510.4495
288,924.23535,1164.3479,867.27155,1526.6829,1261.8673,1412.1232
289,940.89264,903.1927,849.5226,1433.2931,1274.2312,1263.3817
290,1025.1296,886.87317,885.00543,1454.5627,1345.6511,1425.3187
291,878.9206,830.7369,836.8733,1544.3605,1360.689,1412.691
292,866.27704,817.47955,811.0117,1420.9802,1498.5498,1586.316
293,825.8452,910.6726,856.2933,1744.151,1485.1356,1536.9803
294,812.4823,862.152,961.63776,1544.3193,1333.3484,1423.8461
295,822.4564,848.0008,873.13165,1465.778,1302.9388,1100.3331
296,802.9376,970.49207,859.4153,1316.7755,1605.1113,1443.3893
297,776.13214,1044.0066,997.92786,1261.3818,1763.9954,1437.003
298,859.319,830.82623,1051.9268,1226.7031,1592.3057,1478.6653
299,857.7946,791.7833,971.7937,1499.8383,1190.7805,1468.9113
300,823.3837,924.25806,994.86694,1718.633,1301.2999,1275.8928
301,785.06934,837.1033,936.88324,1464.7289,1692.9998,1380.1976
302,984.93445,968.06744,946.8171,1407.6454,1430.4851,1533.8903
303,929.6569,914.8482,958.6648,1556.1073,1547.5109,1432.9089
304,829.4885,820.7173,975.08136,1512.7246,1582.9913,1546.1497
305,857.6632,907.9077,969.6437,1462.8848,1455.8407,1582.314
306,833.62524,909.97296,1024.2272,1451.3256,1339.164,1669.7407
307,743.64685,784.60913,863.60345,1519.066,1246.0331,1439.3801
308,1052.5962,978.6431,935.754,1195.5555,1632.9692,1294.6018
309,1008.246,998.5202,997.7501,1327.0557,1597.4762,1569.8379
310,1057.6953,1018.573,1007.5695,1680.7053,1290.3893,1584.3672
311,933.5137,967.3533,812.3782,1565.6162,1416.7567,1326.4769
312,916.43976,1064.898,885.5038,1361.2683,1483.8433,1370.8872
313,929.45386,830.16956,897.4973,1425.7144,1299.2424,1438.5448
314,917.6121,682.70996,793.5867,1505.635,1077.2417,1406.9873
315,787.5944,717.8466,806.23334,1485.6722,1343.4181,1320.6263
316,845.76605,949.0536,868.70026,1371.1078,1431.7292,1482.2916
317,846.0114,1106.5656,1013.3454,1348.2322,1409.5435,1498.7864
318,803.5417,974.6136,860.9966,1430.2313,1394.3698,1261.0704
319,856.4063,1138.1925,799.9956,1474.1987,1403.288,1206.7441
320,1103.1367,928.22894,915.71924,1457.9541,1342.6597,1262.7184
321,1138.9688,798.98206,924.24414,1496.3619,1472.9742,1216.6782
322,874.4144,861.0048,905.2707,1481.0396,1245.8732,1309.4204
323,798.82605,735.49365,1009.6553,1734.4463,1521.0001,1286.1765
324,926.8153,940.178,984.825,1559.0402,1495.7102,1495.8551
325,796.1943,843.3021,966.056,1379.2504,1669.6072,1540.261
326,874.90967,700.01196,841.6458,1434.4718,1657.0966,1655.002
327,939.037,831.08466,897.2164,1163.7333,1303.6927,1274.6536
328,950.6021,940.78467,913.59863,1486.377,1251.2502,1505.4147
329,857.3221,975.5958,770.66547,1401.3094,1388.41,1475.9097
330,837.0786,895.9993,866.6891,1406.974,1248.262,1542.4547
331,1061.3286,991.3107,772.86847,1286.5376,1293.7366,1514.1598
332,999.3062,991.22076,862.2578,1389.398,1359.8105,1711.6356
333,947.8239,828.668,836.2998,1470.9706,1669.9131,1625.4121
334,1114.9264,921.1424,830.6812,1442.8212,1451.7015,1469.3647
335,1032.3588,879.27,961.65247,1434.6,1351.9324,1603.5209
336,931.0996,802.08795,933.97235,1498.6241,1327.424,1556.0483
337,1188.4858,766.77203,777.2848,1553.9292,1741.4084,1675.2623
338,916.85266,793.55414,723.66156,1432.7277,1782.5675,1621.9414
339,895.76013,952.5062,829.5145,1458.2627,1544.542,1817.5426
340,951.29913,901.5661,809.6298,1327.2905,1544.798,1888.6035
341,887.05676,736.4649,837.6679,1473.6317,1372.2075,1665.8212
342,882.8349,906.36945,817.9592,1555.5056,1176.9501,1680.2166
343,773.1737,894.81866,842.26544,1619.5739,1395.744,1491.6967
344,957.8275,878.5588,815.7634,1383.9868,1545.6338,1336.3956
345,960.5487,856.4177,955.64795,1177.7588,1426.25,1273.1792
346,882.5348,759.7867,960.613,1236.5074,1328.8562,1223.0122
347,925.0132,816.2332,986.4625,1358.4104,1499.6077,1459.7572
348,861.64496,924.0766,986.45306,1630.99,1513.8593,1501.3124
349,886.4707,898.46625,933.9927,1723.3293,1426.3503,1547.0262
350,963.005,860.62506,871.8374,1647.2411,1629.1328,1416.1373
351,994.7355,882.70386,774.1512,1433.5228,1553.8942,1431.7109
352,791.91705,927.7606,848.9359,1448.9404,1715.4697,1854.9009
353,985.3684,1046.5348,922.9779,1295.057,1549.8729,1659.7085
354,934.0681,941.75995,912.9919,1577.3499,1557.5546,1539.514
355,798.77026,983.24695,770.2292,1552.422,1761.8212,1472.3792
356,900.15594,880.7138,727.7524,1196.448,1655.837,1645.9923
357,757.7836,950.815,658.52124,1377.9471,1580.5972,1543.028
358,710.1139,814.39435,790.28687,1372.9065,1475.518,1450.4424
359,815.03436,986.78076,852.9343,1344.9285,1535.4872,1495.4797
360,728.0708,1017.16705,930.78784,1515.5547,1544.795,1496.3723
361,806.27216,1030.007,881.709,1523.5686,1557.1512,1724.0159
362,1285.5138,875.9203,859.97955,1660.7969,1851.875,1721.3745
363,1131.8772,896.8408,755.8659,1324.3854,1826.9725,1462.5438
364,900.3626,838.6219,935.87427,1452.954,1714.8491,1587.406
365,902.1592,1006.5838,931.32025,1495.6078,1661.8328,1644.3308
366,930.5332,911.47046,1137.8105,1665.0698,1472.2698,1585.5912
367,1133.4918,873.09283,1146.5894,1449.6758,1791.6271,1340.5525
368,888.1989,1038.1655,828.00616,1460.4155,1733.7465,1443.5585
369,991.36237,1061.6042,836.5939,1721.7974,1422.6145,1496.5219
370,878.80994,866.978,878.03894,1496.549,1547.5325,1389.8406
371,863.32336,827.01465,1202.9822,1427.9363,1433.473,1499.679
372,790.4625,766.27966,1085.011,1506.242,1252.1047,1687.0017
373,852.3546,864.3436,1020.36786,1496.5005,1509.0756,1685.2876
374,908.93945,830.7068,937.69183,1750.8904,1534.6554,1469.491
375,1084.716,1144.2957,941.10895,1790.9016,1393.3049,1529.246
376,1081.4248,1219.9512,782.4862,1550.0464,1238.9498,1538.705
377,904.12396,973.30743,823.2023,1441.0142,1570.1067,1458.1194
378,1384.6259,992.0015,1113.2903,1411.6814,1684.0848,1477.3398
379,1278.2938,949.58124,1021.53094,1487.6887,1742.3297,1697.5656
380,1170.6215,1114.9183,946.4139,1543.4446,1804.4834,1656.9213
381,1161.144,1031.3893,1009.9654,1744.1139,1634.817,1488.1454
382,1138.6869,890.57184,972.1836,1647.7524,1696.1215,1583.8618
383,980.3668,795.0577,976.0041,1489.3998,1511.7335,1954.9358
384,862.8997,1003.54083,930.9996,1460.2803,1463.7385,1620.722
385,905.1847,962.91736,857.06573,1466.0812,1349.9452,1400.6512
386,835.59576,931.52167,886.08417,1465.159,1253.4937,1416.151
387,882.8631,879.91974,886.26105,1505.2124,1229.4473,1380.2831
388,855.25146,982.3417,959.67816,1879.265,1328.0433,1597.5002
389,749.81256,1008.85223,989.74695,1562.7047,1530.0062,1644.6946
390,1117.9764,1042.693,934.4034,1448.7793,1542.048,1738.9421
391,996.60486,941.157,1009.96014,1352.5464,1437.1455,1633.5214
392,879.77765,869.54047,1054.383,1582.686,1270.2314,1372.0709
393,861.8293,835.35864,993.28436,1777.5361,1229.7142,1237.5594
394,820.6743,922.40106,952.6418,1616.7052,1535.7361,1423.6726
395,885.9152,924.4777,1108.9816,1690.9293,1959.7836,1411.6351
396,983.471,861.1784,962.4335,1525.5603,1904.9313,1388.035
