,ETMX_Z,ITMY_Z,ETMY_Z,ETMX_X,ITMY_Y,ETMY_Y
138,34.204437,31.167805,36.017776,112.83767,109.47607,113.51855
139,35.60676,31.07717,32.354797,108.78962,102.74448,106.63269
140,36.357777,30.875196,31.198736,96.4655,103.85456,104.75218
141,36.102455,30.660023,30.63226,87.53839,116.54673,118.421745
142,36.94257,30.475058,31.347588,93.91436,118.50459,124.22405
143,36.713154,30.788023,35.051075,93.0422,108.87987,114.973305
144,47.559048,38.666824,44.779488,106.23663,107.88261,107.871056
145,50.23722,43.65314,44.76294,109.845345,107.9198,109.42472
146,47.40502,41.034897,41.621914,117.5059,98.10881,104.07467
147,42.857952,39.445126,42.60284,117.11076,104.91209,112.18144
148,42.093388,39.89932,42.280193,119.207344,101.696945,111.31433
149,38.867157,37.76921,40.228565,115.451645,92.667336,108.783455
150,36.831654,33.467995,38.73829,101.76931,81.64453,96.97855
151,36.2287,34.57612,41.437336,95.204544,103.96018,106.00987
152,34.78242,34.579037,40.227695,85.06141,122.275894,119.10194
153,41.771538,39.776176,42.327034,80.29238,122.90315,123.09905
154,41.59514,39.72542,43.309742,77.603615,119.77951,126.14948
155,39.932526,34.577583,39.511494,93.06267,128.52429,129.36214
156,34.06867,33.423943,38.33834,114.39713,129.22409,134.16222
157,33.849762,34.07807,41.132084,106.24176,127.32584,132.2574
158,35.472218,37.940136,38.26073,108.29144,118.68801,127.30158
159,39.850483,39.470173,38.635895,102.31858,132.07246,130.09297
160,39.88723,38.415714,37.243942,101.23938,150.60657,149.80367
161,37.056335,37.027412,36.6634,106.26271,143.67485,140.36566
162,40.00798,40.793636,37.9846,111.93472,144.63641,149.16707
163,45.411663,45.985416,44.90822,115.65734,134.10059,139.39363
164,44.51874,46.886547,46.521492,103.2271,126.393326,128.03409
165,43.95308,47.704884,48.32988,93.9965,157.91557,167.27759
166,42.82905,47.67226,48.338516,86.05337,157.00764,166.69492
167,41.95384,46.397385,44.059776,113.61115,137.84703,152.0503
168,38.394127,40.16008,40.751728,109.609344,141.1865,157.91585
169,36.884644,35.574413,37.581192,102.11229,147.46695,163.83856
170,38.86919,33.028233,37.155636,97.48602,140.12532,159.6865
171,41.875637,35.9235,38.697952,89.73813,123.862686,140.73822
172,42.391468,40.28483,43.68566,92.21231,121.89109,131.14102
173,42.566647,40.68606,43.37271,99.78238,133.94058,139.4545
174,44.399708,43.717396,46.662766,126.0011,123.92567,133.25076
175,42.211567,39.35006,43.06817,129.58562,122.29209,120.619415
176,38.644836,34.459137,38.06163,121.746056,116.35191,112.83274
177,34.86807,29.672483,33.913166,101.23621,114.15721,110.64689
178,35.47936,29.72859,30.368755,119.26382,107.37854,109.72556
179,36.987747,31.547094,30.034195,116.70959,100.62345,110.10981
180,36.18829,30.870232,30.62975,113.96116,104.86415,108.116135
181,38.924324,32.90567,36.09716,119.69573,109.29924,105.5698
182,38.50191,33.59022,39.07241,111.779816,100.73732,102.61733
183,36.539692,31.94185,36.679058,114.17069,112.36494,120.23263
184,33.02345,30.027346,34.592655,109.138435,121.75651,121.124306
185,31.274849,29.403383,30.804874,111.49076,119.64518,121.15754
186,30.27196,30.362402,32.80045,110.030045,114.21066,115.52568
187,31.289253,28.87549,31.176466,105.22548,103.69304,105.830315
188,33.344585,28.420513,30.809797,90.08067,97.69587,104.91954
189,34.757607,28.964628,31.185417,89.9978,99.27469,98.87677
190,36.052017,29.354177,31.136454,97.10354,109.693855,116.78551
191,36.368492,29.31575,31.16538,92.68692,117.31103,130.441
192,35.74895,32.162617,31.469847,93.171646,117.21698,130.37401
193,34.136147,31.18896,30.733376,88.691734,105.232605,114.61773
194,31.818798,28.483025,28.193483,77.48891,93.09502,102.62545
195,28.826948,25.995811,26.043749,72.2481,95.07781,101.215805
196,27.378609,27.053034,27.178204,99.98229,102.49557,102.05213
197,28.636013,28.072914,28.746384,102.00365,131.5013,128.60118
198,36.083385,30.203455,29.120031,93.0546,128.54982,126.96576
199,36.712902,29.3825,28.628843,90.15332,118.225746,120.58992
200,36.44072,32.16127,34.610893,90.2459,125.35826,132.88783
201,36.424683,32.34808,34.875645,79.80121,126.97968,139.1575
202,34.429306,31.855715,34.798958,81.41695,113.134766,126.5179
203,33.957855,30.409966,34.06694,105.07627,105.13923,118.15808
204,31.914171,33.88716,35.35741,105.40774,95.45022,107.43512
205,33.850952,36.146408,39.149323,98.93706,107.483696,118.035965
206,34.265156,36.397717,39.152542,102.60233,112.93981,123.95633
207,34.01197,33.468708,37.345066,103.644005,122.931274,123.49049
208,35.398922,35.566708,37.06843,93.06227,126.01513,127.05346
209,35.529903,33.64807,37.548244,102.04048,113.63326,112.56591
210,35.787678,34.12187,38.333626,98.846466,99.49858,107.61405
211,33.402218,33.160675,33.860966,93.66055,96.728195,104.23732
212,33.342075,30.29361,34.4918,104.50888,99.538414,98.969826
213,34.22399,32.44061,37.74982,102.61357,100.30088,104.33832
214,33.14378,33.960213,41.529167,105.36847,105.65593,112.66537
215,33.06963,33.28389,40.250946,101.086815,102.0195,109.170555
216,38.71044,34.13343,40.664875,104.431465,94.97366,106.408264
217,39.49188,35.14913,42.313107,98.014,94.42821,112.07942
218,39.039764,36.70405,43.152596,95.11367,87.686134,106.45043
219,36.449234,35.12307,40.31075,84.60324,79.92583,99.21723
220,35.295044,33.046787,35.858734,79.25284,78.86292,95.64893
221,36.576492,32.867245,34.57007,71.8219,89.166275,109.351906
222,40.431488,38.18753,38.689358,74.09369,124.09804,132.98734
223,41.04991,38.404568,39.46336,87.63901,126.25764,142.13531
224,36.182297,34.21077,33.99756,98.23924,117.41566,129.31165
225,39.17725,37.257263,36.24162,96.43899,106.305786,112.795204
226,42.875156,41.12584,40.7468,96.450775,107.6321,107.368195
227,43.023426,40.26153,40.52329,90.66397,113.78298,104.6274
228,38.553444,37.096462,43.723595,92.892006,112.355286,105.0586
229,36.31624,37.0962,43.314487,92.569466,105.09992,96.27019
230,36.973446,34.58405,38.460674,83.68523,109.85271,107.15838
231,36.966503,34.08147,35.65371,82.164215,122.068054,121.396385
232,34.580173,33.600887,33.497116,80.34786,114.97216,114.874596
233,33.133614,34.679787,37.272366,79.31593,117.746,122.839615
234,36.29431,33.567043,36.941944,74.625824,112.53968,118.28444
235,37.44622,31.978943,33.96572,66.14398,104.32712,107.46781
236,33.83579,28.98165,29.986853,67.52229,109.89698,109.51955
237,31.803375,29.286816,33.863308,76.63732,101.36084,101.797966
238,31.374426,28.8482,33.014835,85.68758,104.84267,124.89309
239,32.658752,27.669859,34.64263,89.32524,114.69079,132.1748
240,38.962948,33.799107,39.13382,111.9349,110.49504,128.97688
241,37.24963,32.105167,38.167053,111.02869,103.16567,115.6604
242,35.37965,32.865814,47.07055,100.68445,109.36804,108.64801
243,36.19318,36.125057,49.99315,102.84077,123.78259,116.2666
244,36.137794,36.304558,50.22837,108.9469,115.96408,107.71602
245,35.837345,33.301395,44.24295,108.79663,109.26736,106.180145
246,39.27074,35.22649,41.35583,111.49797,112.505264,107.68133
247,37.220383,36.260475,39.52245,127.81331,116.594986,124.69436
248,33.301414,33.430397,36.83896,135.4726,110.10348,115.75008
249,32.45733,28.77345,32.966545,130.62407,117.467094,124.35598
250,30.551622,27.446966,30.535252,118.64506,121.88008,128.32394
251,28.942345,26.933632,31.121494,108.01568,117.3788,123.13594
252,29.513298,27.167906,31.45709,98.7503,109.20402,114.50945
253,28.58015,25.54698,28.156223,91.32894,101.23029,103.14456
254,29.102663,25.68785,24.923994,83.595634,101.412735,97.03066
255,33.801365,34.1452,34.170086,77.65007,91.78084,98.58837
256,35.506702,34.74487,34.876907,74.371086,92.35769,105.47106
257,38.065464,32.89888,33.82582,77.45955,83.957794,97.997856
258,38.92866,35.998737,36.816826,76.867905,91.36469,93.48915
259,37.234398,35.74882,36.13682,86.31578,95.33236,97.13646
260,37.12467,35.617096,40.81471,95.65996,103.25962,104.623856
261,34.780365,33.220375,41.172623,112.18048,97.0582,101.73607
262,32.452747,34.34372,42.09843,115.07625,82.36155,88.72689
263,32.309788,32.574913,40.025635,104.19264,76.46782,84.23278
264,31.393854,35.2686,41.183308,95.328865,78.47013,80.720825
265,36.994316,38.099438,42.403027,114.35395,75.6149,75.77018
266,37.283527,38.417408,39.64238,114.435,88.542534,93.538635
267,36.93813,36.672977,38.81867,102.501236,92.31988,97.669266
268,34.656612,34.605247,37.80689,102.5034,93.83799,102.34956
269,35.742134,34.783714,38.76934,102.4852,118.1917,122.125885
270,36.558456,33.272144,36.093487,91.45625,113.94445,120.50036
271,35.180855,34.643333,37.348255,90.60116,105.977684,108.02929
272,34.31474,33.187992,35.874405,88.12975,107.14715,109.66454
273,30.814308,29.152454,33.705326,90.29882,109.55812,118.953
274,28.178469,25.82186,30.497908,86.97919,116.69361,115.5188
275,29.659037,27.547516,31.963718,77.744415,116.510796,115.00151
276,35.67024,36.67764,36.43799,79.23265,104.32495,111.51934
277,41.46444,40.868717,45.17793,79.21346,127.18805,136.50989
278,51.03088,48.461197,49.100994,87.05936,122.61542,132.25154
279,48.938595,46.351387,47.69774,82.958046,118.03025,129.98679
280,43.755196,39.194626,41.480015,77.73944,129.871,142.51445
281,42.869064,38.599163,38.16592,77.40449,124.08428,136.1918
282,39.98755,34.233387,34.972404,84.35969,120.18376,124.95936
283,39.091778,34.64117,39.630875,79.64406,116.7303,120.76807
284,38.51658,36.501453,41.740467,70.698814,117.63836,123.700455
285,39.733303,37.792023,43.132454,71.34764,110.45395,113.79824
286,38.901722,34.906532,39.75887,85.708,109.463135,110.295044
287,35.121113,30.706545,37.97622,102.70218,109.96183,113.113144
288,37.395775,31.917957,39.12712,99.58179,111.596466,116.98616
289,46.81543,41.08246,43.95419,117.591995,111.85046,120.97673
290,46.62967,39.945328,42.646763,112.88839,120.07315,129.45891
291,46.546257,40.33847,45.500015,117.43442,119.81289,135.00128
292,43.774014,37.656494,42.864223,119.24505,115.93973,123.08918
293,37.503136,32.675777,37.268654,112.06869,111.159355,120.139786
294,34.53693,31.843697,36.81494,111.048,101.246346,108.731636
295,30.926044,29.133665,33.908012,103.10918,110.58062,123.52656
296,29.647093,28.308971,33.55326,100.41274,116.92727,133.31139
297,28.43629,27.481464,31.576853,88.799164,113.853035,128.76125
298,26.824215,26.57074,30.273155,85.1612,121.603806,129.68407
299,23.867334,27.937906,30.824022,88.982635,121.78612,128.72774
300,33.566868,34.18853,36.980724,79.09577,107.50512,113.375435
301,34.297394,34.295967,37.25649,76.92817,97.676445,100.70196
302,37.544266,35.442707,37.61534,74.22034,104.0331,105.86783
303,36.890076,35.225662,36.941776,68.1741,101.30257,102.99413
304,33.857517,33.141037,34.467014,69.96312,111.23648,119.77907
305,40.087215,35.618046,38.016262,80.3997,108.22732,118.85575
306,39.758755,35.46008,37.56493,87.51853,100.12864,105.74686
307,36.039955,31.40092,31.789104,104.23028,106.47442,112.79631
308,32.629498,29.755339,33.720554,102.12854,102.114174,107.01216
309,35.012676,35.361282,38.41428,93.482216,91.47013,94.75072
310,38.446342,36.98825,40.426277,89.31354,95.70309,102.95049
311,37.002716,36.268246,38.78115,82.49913,94.67044,102.25777
312,32.987453,31.162727,32.22707,80.540855,93.99141,105.29739
313,29.885036,28.878342,31.677454,80.88394,87.79105,101.54118
314,33.217964,29.255905,30.514713,80.86465,83.48202,96.33336
315,36.87694,32.836456,32.08382,83.65644,124.08677,137.55058
316,38.635513,35.969673,37.022144,80.81756,129.2735,139.3343
317,38.636486,35.957752,35.1321,79.83192,120.265144,125.10541
318,34.430874,30.648342,29.824976,86.089966,122.48273,117.01259
319,31.86445,28.093702,28.242575,109.68823,123.02427,121.35993
320,36.209896,31.303333,31.877377,106.987724,117.04092,126.367
321,37.07163,32.827553,33.83217,102.6637,116.27104,128.5901
322,38.961773,36.900658,40.3585,96.662895,111.607254,116.07707
323,35.68055,34.26623,36.52603,96.685875,105.7829,108.70982
324,44.1486,35.71042,39.386196,83.66156,100.293236,106.60061
325,46.072712,39.06626,46.49424,90.47677,105.8331,112.890396
326,44.835762,37.46657,44.089264,99.846115,111.03969,120.3939
327,41.0402,33.627495,39.09591,92.436325,107.15912,116.93317
328,44.891506,38.283154,39.234196,117.59154,102.26151,112.33639
329,44.25161,37.53624,38.869823,122.527695,104.428856,112.97982
330,41.462444,33.90539,35.419952,110.99477,109.61416,116.86765
331,35.952282,30.780384,34.17697,111.07098,109.614685,116.907616
332,39.088203,34.16333,42.066055,110.31881,108.81712,119.896126
333,38.723045,33.561317,40.10336,111.07881,100.285446,109.19934
334,35.343964,34.900066,38.622807,101.30258,94.797104,96.91155
335,35.48396,34.760395,38.49551,91.74477,82.799835,84.10895
336,34.188953,36.13794,47.61401,83.47083,91.44113,97.25706
337,33.91054,37.637794,47.431805,112.51606,105.83888,110.090904
338,34.824722,36.36189,43.96831,112.88867,104.39772,109.666176
339,46.24302,38.006245,44.696087,96.81113,112.08316,120.074905
340,45.2239,37.591312,42.89909,112.67565,115.88555,120.77202
341,47.54768,42.147846,47.868813,119.015625,116.32011,123.7268
342,47.342236,43.28928,48.78759,130.3794,134.3531,151.35196
343,53.475872,49.312527,53.728344,139.1766,136.64302,152.7158
344,57.598667,54.19732,55.638878,142.21855,149.1782,164.02129
345,54.364346,53.089386,54.427986,135.04924,170.69861,184.05225
346,66.30157,60.919193,62.382095,126.12678,194.01653,212.25334
347,64.7298,57.14103,58.17685,117.70254,195.96017,214.416
348,57.099545,50.19875,50.6806,118.03141,189.27815,196.7265
349,53.323326,49.18026,52.704433,111.64239,176.62877,181.21567
350,51.666874,46.870995,50.994587,110.4285,167.4691,167.86745
351,58.54558,47.109226,50.649242,145.41383,155.51584,151.79953
352,58.988247,49.74614,53.14346,144.05396,146.18925,147.25525
353,54.38356,45.35058,49.135185,145.01494,143.23557,140.36679
354,53.133713,44.55412,46.69667,142.04416,127.7804,126.510666
355,48.387512,42.570396,46.736954,119.78661,133.76534,125.67818
356,47.413857,43.480587,45.796627,113.75744,122.69762,119.49993
357,47.370953,44.33835,44.51731,107.23546,108.04398,105.751686
358,45.741848,41.860207,42.14136,96.951195,109.75927,114.03391
359,41.65214,37.39324,40.89223,90.060616,105.41384,117.1933
360,37.44029,33.23155,37.48895,93.19204,114.335976,115.31662
361,35.960976,30.82863,36.29745,93.6966,115.43255,114.24916
362,33.13761,28.36288,34.82488,102.22024,118.29197,115.17587
363,31.6545,27.334938,36.418983,109.03562,113.60396,111.93165
364,29.756037,24.607332,32.46593,102.78065,108.8887,108.37203
365,32.042057,26.342516,32.26922,143.52156,126.73779,143.57132
366,35.513046,35.57483,42.82359,142.10825,126.0263,145.33952
367,40.250618,37.22479,42.294994,120.93933,152.92137,158.53821
368,40.230934,37.15483,41.856186,117.52423,155.96858,160.85046
369,39.45411,36.213436,39.721283,110.883286,140.53441,147.19191
370,36.738953,33.16357,36.019737,107.857864,125.25322,130.11269
371,33.811314,30.783852,33.168484,101.412766,115.47969,119.031975
372,34.377666,35.68592,38.01392,96.43105,105.93041,106.4396
373,34.153507,36.25366,36.912106,95.44408,93.60137,93.37682
374,34.938168,35.084606,33.70011,94.85814,87.2863,91.535484
375,34.515713,31.647972,30.04377,86.614044,79.79358,89.76469
376,30.202532,28.343035,27.567387,83.97624,77.29231,82.27143
377,28.633812,27.341625,31.198221,103.27085,74.11338,80.9357
378,30.691158,29.180721,31.119898,104.8085,66.59681,75.514694
379,30.084713,28.296505,31.056797,94.782745,67.147766,73.0103
380,29.545574,28.606474,28.155872,80.95044,94.519516,90.340004
381,34.250156,29.236992,28.666063,89.38978,102.41173,96.42839
382,36.166843,30.253908,30.425621,89.051674,114.41821,100.98935
383,34.386856,29.941677,32.847893,77.49707,110.315094,98.354
384,34.002415,30.741661,33.19479,75.296104,119.39384,121.83394
385,32.751087,30.28751,33.62159,71.12871,110.61029,112.802765
386,30.713356,27.51009,30.41914,85.32204,109.10917,112.698204
387,31.453693,26.041039,34.458584,88.941,103.499214,105.97223
388,38.86558,30.740665,32.94859,86.249985,105.645584,107.5969
389,40.067047,33.62616,36.245285,85.47189,105.87262,110.31358
390,40.061966,33.53174,36.13342,84.431755,101.138145,103.29839
391,39.42093,33.448902,39.09746,83.496376,90.63971,96.99971
392,36.041466,33.530544,37.068558,80.93604,94.23293,98.861855
393,36.19398,34.764,39.61801,74.61755,98.80031,104.62163
394,36.95961,37.868122,41.1682,70.14903,106.085625,107.571304
395,38.733055,36.485397,38.227844,69.343376,115.359825,115.45843
396,37.616253,34.811493,35.645294,72.86439,114.533134,116.86685
397,35.58519,32.314453,33.135483,70.67122,101.23578,106.46616
398,38.034943,33.59198,33.87105,73.69292,91.29787,95.5518
399,37.715576,33.31001,33.622696,74.97004,109.67517,110.83598
400,50.80622,45.643272,46.52141,89.287224,128.75528,127.922005
401,50.8088,45.626472,46.700436,92.84183,128.85968,128.60213
402,44.104496,40.62252,41.697037,92.91848,117.768776,116.673515
403,36.833775,33.772495,37.487785,93.72196,123.98488,129.34778
404,31.840242,31.751703,36.532608,91.11856,113.36767,119.85259
405,30.711311,30.310774,37.37228,79.97864,106.69223,119.232735
406,30.201323,28.424517,35.43487,79.64922,113.4181,112.80459
407,31.130684,28.035398,35.138676,89.27697,114.05525,115.617386
408,37.665413,34.498016,39.966736,99.25456,108.756195,125.320274
409,38.724953,35.774567,39.057255,99.45856,108.90798,126.76701
410,41.029343,35.62708,39.027092,88.89253,99.171135,113.15823
411,40.76199,37.618263,38.950718,80.92716,121.75635,125.757126
412,38.337852,35.579693,35.973186,88.12124,120.034,125.68706
413,37.446003,33.71108,34.344067,84.40586,118.79565,124.12512
414,33.293945,30.169016,32.269688,88.51547,128.9132,128.19246
415,38.223297,34.90942,39.5703,99.1017,128.55466,127.91316
416,37.4149,34.63474,39.188225,107.85461,110.767136,111.36811
417,33.245872,31.045656,35.537533,101.55889,116.9315,115.01802
418,29.841839,28.229725,33.24526,87.403885,116.92467,115.0901
419,33.924503,33.352505,37.760277,83.52979,105.26793,110.940544
420,32.379948,31.986824,35.6303,91.94952,93.11046,95.04304
421,35.82397,29.681616,34.640823,94.33758,102.36631,92.98915
422,35.444603,29.25153,33.940556,100.19969,99.95416,101.29485
423,31.388273,26.990047,31.519903,91.67314,115.477234,120.007126
424,36.85143,30.741377,30.551245,87.68164,115.18972,121.87468
425,38.697834,35.62932,36.020008,80.31323,105.51879,108.22481
426,53.25479,53.004646,53.192253,86.828445,98.55368,94.82803
427,53.55483,53.34738,53.210155,86.66575,97.50023,101.68133
428,47.85706,50.65589,50.780735,71.90864,96.742004,100.86149
429,59.567753,55.36599,56.278606,67.459145,97.361534,98.09107
430,109.3882,107.04967,117.33209,72.2789,103.497635,97.60755
431,156.92302,153.21902,161.95602,70.567024,109.26785,121.751045
432,148.78836,144.679,154.51283,82.75257,109.46316,131.05215
